NGA,PolityID,PolityName,Section,Subsection,value_from,value_to,year_from,year_to,is_disputed,is_uncertain
Konya Plain,71.0,tr_roman_dominate,sc,philosophies,present,,,,False,False
Latium,70.0,it_roman_principate,sc,philosophies,present,,,,False,False
Latium,181.0,it_roman_k,sc,philosophies,uncoded,,,,False,False
Latium,189.0,it_st_peter_rep_2,sc,philosophies,present,,,,False,False
Orkhon Valley,278.0,mn_rouran_khaganate,sc,philosophies,unknown,,,,False,False
Konya Plain,171.0,tr_rum_sultanate,sc,philosophies,present,,,,False,False
,571.0,ru_romanov_dyn_2,sc,philosophies,present,,,,False,False
Niger Inland Delta,432.0,ma_saadi_sultanate,sc,philosophies,present,,,,False,False
Yemeni Coastal Plain,538.0,ye_sabaean_commonwealth,sc,philosophies,absent,,,,False,False
Susiana,374.0,ir_safavid_emp,sc,philosophies,present,,,,False,False
,360.0,ir_saffarid_emp,sc,philosophies,present,,,,False,False
Lena River Valley,194.0,ru_sakha_early,sc,philosophies,absent,,,,False,False
Lena River Valley,195.0,ru_sakha_late,sc,philosophies,absent,,,,False,False
Sogdiana,287.0,uz_samanid_emp,sc,philosophies,present,,,,False,False
,621.0,si_sape,sc,philosophies,absent,,,,False,False
Sogdiana,462.0,tj_sarasm,sc,philosophies,absent,,,,False,False
Susiana,128.0,ir_sassanid_emp_1,sc,philosophies,present,,,,False,False
Susiana,130.0,ir_sassanid_emp_2,sc,philosophies,present,,,,False,False
Deccan,89.0,in_satavahana_emp,sc,philosophies,present,,,,False,False
Southern Mesopotamia,480.0,iq_isin_dynasty2,sc,philosophies,present,,,,False,False
Orkhon Valley,440.0,mn_turk_khaganate_2,sc,philosophies,unknown,,,,False,False
Niger Inland Delta,433.0,ml_segou_k,sc,philosophies,absent,,,,False,False
Southern Mesopotamia,108.0,ir_seleucid_emp,sc,philosophies,present,,,,False,False
Susiana,364.0,ir_seljuk_sultanate,sc,philosophies,present,,,,False,False
,793.0,bd_sena_dyn,sc,philosophies,present,,,,False,False
Lowland Andes,196.0,ec_shuar_1,sc,philosophies,absent,,,,False,False
Lowland Andes,197.0,ec_shuar_2,sc,philosophies,absent,,,,False,False
Kachi Plain,133.0,pk_sind_abbasid_fatimid,sc,philosophies,unknown,,,,False,False
Kachi Plain,136.0,pk_samma_dyn,sc,philosophies,unknown,,,,False,False
Sogdiana,468.0,uz_sogdiana_city_states,sc,philosophies,present,,,,False,False
Niger Inland Delta,242.0,ml_songhai_2,sc,philosophies,present,,,,False,False
,259.0,cn_southern_qi_dyn,sc,philosophies,present,,,,False,False
,426.0,cn_southern_song_dyn,sc,philosophies,present,,,,False,False
,601.0,ru_soviet_union,sc,philosophies,present,,1923,1991,False,False
Cuzco,84.0,es_spanish_emp_1,sc,philosophies,present,,,,False,False
,570.0,es_spanish_emp_2,sc,philosophies,present,,1716,1814,False,False
Middle Yellow River Valley,260.0,cn_sui_dyn,sc,philosophies,present,,,,False,False
,380.0,th_sukhotai,sc,philosophies,unknown,,,,False,False
Susiana,492.0,ir_susa_1,sc,philosophies,absent,,,,False,False
Susiana,490.0,ir_susiana_ubaid_1,sc,philosophies,absent,,,,False,False
Susiana,491.0,ir_susiana_ubaid_2,sc,philosophies,absent,,,,False,False
Susiana,487.0,ir_susiana_archaic,sc,philosophies,absent,,,,False,False
Susiana,488.0,ir_susiana_a,sc,philosophies,absent,,,,False,False
Susiana,489.0,ir_susiana_b,sc,philosophies,absent,,,,False,False
,217.0,dz_tahert,sc,philosophies,unknown,,,,False,False
North Colombia,436.0,co_tairona,sc,philosophies,absent,,,,False,False
Middle Yellow River Valley,261,cn_tang_dyn_1,sc,philosophies,present,,,,False,False
Middle Yellow River Valley,264.0,cn_tang_dyn_2,sc,philosophies,present,,,,False,False
Basin of Mexico,11.0,mx_basin_of_mexico_6,sc,philosophies,absent,,,,False,False
,699.0,in_thanjavur_maratha_k,sc,philosophies,present,,,,False,False
Crete,74.0,gr_crete_emirate,sc,philosophies,present,,,,False,False
,271.0,ua_skythian_k_3,sc,philosophies,present,,,,False,False
Sogdiana,370.0,uz_timurid_emp,sc,philosophies,present,,,,False,False
,230.0,dz_tlemcen,sc,philosophies,present,,,,False,False
Sogdiana,467.0,af_tocharian,sc,philosophies,present,,,,False,False
Kansai,152.0,jp_tokugawa_shogunate,sc,philosophies,present,,,,False,False
Basin of Mexico,14.0,mx_toltec,sc,philosophies,absent,,,,False,False
,684.0,ug_toro_k,sc,philosophies,absent,,,,False,False
Southern Mesopotamia,473.0,iq_ubaid,sc,philosophies,absent,,,,False,False
Orkhon Valley,286.0,mn_uygur_khaganate,sc,philosophies,unknown,,,,False,False
Southern Mesopotamia,131.0,sy_umayyad_cal,sc,philosophies,present,,,,False,False
Southern Mesopotamia,477.0,iq_ur_dyn_3,sc,philosophies,unknown,,,,False,False
Southern Mesopotamia,474.0,iq_uruk,sc,philosophies,absent,,,,False,False
,575.0,us_united_states_of_america_reconstruction,sc,philosophies,present,,,,False,False
Deccan,90.0,in_vakataka_k,sc,philosophies,present,,,,False,False
Deccan,97.0,in_vijayanagara_emp,sc,philosophies,present,,,,False,False
Cuzco,80.0,pe_wari_emp,sc,philosophies,absent,,,,False,False
Kansai,150.0,jp_sengoku_jidai,sc,philosophies,unknown,,,,False,False
,240.0,ma_wattasid_dyn,sc,philosophies,present,,,,False,False
Middle Yellow River Valley,251.0,cn_western_han_dyn,sc,philosophies,present,,,,False,False
Middle Yellow River Valley,254.0,cn_western_jin_dyn,sc,philosophies,present,,,,False,False
Latium,185.0,it_western_roman_emp,sc,philosophies,present,,,,False,False
Sogdiana,282.0,kg_western_turk_khaganate,sc,philosophies,present,,,,False,False
Middle Yellow River Valley,244.0,cn_western_zhou_dyn,sc,philosophies,unknown,,,,False,False
,662.0,ni_whydah_k,sc,philosophies,absent,,,,False,False
Orkhon Valley,438.0,mn_xianbei,sc,philosophies,absent,,,,False,False
Orkhon Valley,272.0,mn_hunnu_emp,sc,philosophies,unknown,,,,False,False
,291.0,cn_xixia,sc,philosophies,present,,,,False,False
,795.0,bd_yadava_varman_dyn,sc,philosophies,present,,,,False,False
Middle Yellow River Valley,419.0,cn_yangshao,sc,philosophies,absent,,,,False,False
Galilee,110.0,il_judea,sc,philosophies,unknown,,,,False,False
Yemeni Coastal Plain,541.0,ye_qasimid_dyn,sc,philosophies,present,,,,False,False
Galilee,105.0,il_yisrael,sc,philosophies,unknown,,,,False,False
,227.0,et_zagwe,sc,philosophies,unknown,,,,False,False
,222.0,tn_zirid_dyn,sc,philosophies,present,,,,False,False
,668.0,ni_nri_k,sc,philosophies,absent,,,,False,False
Southern Mesopotamia,132.0,iq_abbasid_cal_1,sc,scientific-literatures,present,,,,False,False
Southern Mesopotamia,484.0,iq_abbasid_cal_2,sc,scientific-literatures,present,,,,False,False
Susiana,107.0,ir_achaemenid_emp,sc,scientific-literatures,present,,,,False,False
Susiana,508.0,ir_ak_koyunlu,sc,scientific-literatures,present,,,,False,False
Ghanaian Coast,113.0,gh_akan,sc,scientific-literatures,absent,,,,False,False
Southern Mesopotamia,476.0,iq_akkad_emp,sc,scientific-literatures,present,,,,False,False
,659.0,ni_allada_k,sc,scientific-literatures,absent,,,,False,False
Southern Mesopotamia,479.0,iq_babylonia_1,sc,scientific-literatures,present,,,,False,False
Sogdiana,465.0,uz_khwarasm_1,sc,scientific-literatures,absent,,,,False,False
Sogdiana,463.0,kz_andronovo,sc,scientific-literatures,absent,,,,False,False
,574.0,gb_anglo_saxon_1,sc,scientific-literatures,A~P,,,,False,False
,563.0,us_antebellum,sc,scientific-literatures,present,,,,False,False
Basin of Mexico,6.0,mx_basin_of_mexico_1,sc,scientific-literatures,absent,,,,False,False
Crete,67.0,gr_crete_archaic,sc,scientific-literatures,absent,,,,False,False
Ghanaian Coast,114.0,gh_ashanti_emp,sc,scientific-literatures,absent,,,,False,False
Kansai,149.0,jp_ashikaga,sc,scientific-literatures,present,,,,False,False
Kansai,146.0,jp_asuka,sc,scientific-literatures,uncoded,,,,False,False
Paris Basin,448.0,fr_atlantic_complex,sc,scientific-literatures,unknown,,,,False,False
,565.0,at_habsburg_1,sc,scientific-literatures,present,,,,False,False
,567.0,at_habsburg_2,sc,scientific-literatures,present,,1867,1918,False,False
,567.0,at_habsburg_2,sc,scientific-literatures,present,,,,False,False
,284.0,hu_avar_khaganate,sc,scientific-literatures,unknown,,,,False,False
Yemeni Coastal Plain,208.0,et_aksum_emp_1,sc,scientific-literatures,present,,,,False,False
,210.0,et_aksum_emp_2,sc,scientific-literatures,present,,,,False,False
,213.0,et_aksum_emp_3,sc,scientific-literatures,present,,,,False,False
Cambodian Basin,44.0,th_ayutthaya,sc,scientific-literatures,present,,,,False,False
Upper Egypt,367.0,eg_ayyubid_sultanate,sc,scientific-literatures,present,,,,False,False
Basin of Mexico,16.0,mx_aztec_emp,sc,scientific-literatures,present,,,,False,False
Upper Egypt,510.0,eg_badarian,sc,scientific-literatures,absent,,,,False,False
,226.0,ib_banu_ghaniya,sc,scientific-literatures,unknown,,,,False,False
Southern Mesopotamia,481.0,iq_bazi_dyn,sc,scientific-literatures,present,,,,False,False
Paris Basin,447.0,fr_beaker_eba,sc,scientific-literatures,unknown,,,,False,False
,672.0,ni_benin_emp,sc,scientific-literatures,absent,,,,False,False
,535.0,ug_bunyoro_k_2,sc,scientific-literatures,absent,,1700,1859,False,False
,535.0,ug_bunyoro_k_2,sc,scientific-literatures,unknown,,1860,1894,False,False
Deccan,587.0,gb_british_emp_1,sc,scientific-literatures,present,,,,False,False
,786.0,gb_british_emp_2,sc,scientific-literatures,present,,,,False,False
,685.0,ug_buganda_k_1,sc,scientific-literatures,absent,,,,False,False
,683.0,ug_buganda_k_2,sc,scientific-literatures,absent,,1700,1859,False,False
,683.0,ug_buganda_k_2,sc,scientific-literatures,unknown,,1860,1894,False,False
,694.0,rw_bugesera_k,sc,scientific-literatures,absent,,,,False,False
,696.0,tz_buhayo_k,sc,scientific-literatures,absent,,,,False,False
,308.0,bg_bulgaria_early,sc,scientific-literatures,absent,,,,False,False
,312.0,bg_bulgaria_medieval,sc,scientific-literatures,present,,,,False,False
,690.0,bu_burundi_k,sc,scientific-literatures,absent,,,,False,False
Susiana,362.0,ir_buyid_confederation,sc,scientific-literatures,present,,,,False,False
Konya Plain,73.0,tr_byzantine_emp_1,sc,scientific-literatures,present,,,,False,False
Konya Plain,75.0,tr_byzantine_emp_2,sc,scientific-literatures,present,,,,False,False
Crete,76,tr_byzantine_emp_3,sc,scientific-literatures,present,,,,False,False
Cahokia,22.0,us_woodland_1,sc,scientific-literatures,absent,,,,False,False
Cahokia,27.0,us_emergent_mississippian_1,sc,scientific-literatures,absent,,,,False,False
Cahokia,34.0,us_emergent_mississippian_2,sc,scientific-literatures,absent,,,,False,False
Cahokia,24.0,us_woodland_3,sc,scientific-literatures,absent,,,,False,False
Cahokia,25.0,us_woodland_4,sc,scientific-literatures,absent,,,,False,False
Cahokia,26.0,us_woodland_5,sc,scientific-literatures,absent,,,,False,False
Cahokia,32.0,us_cahokia_1,sc,scientific-literatures,absent,,,,False,False
Cahokia,23.0,us_woodland_2,sc,scientific-literatures,absent,,,,False,False
Cahokia,33.0,us_cahokia_2,sc,scientific-literatures,absent,,,,False,False
Cahokia,28.0,us_cahokia_3,sc,scientific-literatures,absent,,,,False,False
Galilee,103.0,il_canaan,sc,scientific-literatures,absent,,,,False,False
,701.0,in_carnatic_sul,sc,scientific-literatures,present,,,,False,False
Paris Basin,309.0,fr_carolingian_emp_1,sc,scientific-literatures,present,,,,False,False
,576.0,us_chaco_bonito_3,sc,scientific-literatures,absent,,,,False,False
Sogdiana,296.0,uz_chagatai_khanate,sc,scientific-literatures,present,,,,False,False
Deccan,92.0,in_badami_chalukya_emp,sc,scientific-literatures,uncoded,,,,False,False
Deccan,94.0,in_kalyani_chalukya_emp,sc,scientific-literatures,present,,,,False,False
,780.0,bd_chandra_dyn,sc,scientific-literatures,present,,,,False,False
,401.0,in_chauhana_dyn,sc,scientific-literatures,present,,,,False,False
Cambodian Basin,39.0,kh_chenla,sc,scientific-literatures,present,,,,False,False
,246.0,cn_chu_dyn_spring_autumn,sc,scientific-literatures,present,,,,False,False
Middle Yellow River Valley,249.0,cn_chu_k_warring_states,sc,scientific-literatures,uncoded,,,,False,False
Chuuk Islands,57.0,fm_truk_1,sc,scientific-literatures,absent,,,,False,False
Chuuk Islands,58.0,fm_truk_2,sc,scientific-literatures,absent,,,,False,False
,710.0,tz_tana,sc,scientific-literatures,unknown,,,,False,False
,710.0,tz_tana,sc,scientific-literatures,unknown,,,,False,False
Cambodian Basin,41.0,kh_angkor_2,sc,scientific-literatures,present,,,,False,False
Crete,68.0,gr_crete_classical,sc,scientific-literatures,present,,,,False,False
,656.0,ni_yoruba_classic,sc,scientific-literatures,absent,,,,False,False
,299.0,ru_crimean_khanate,sc,scientific-literatures,unknown,,,,False,False
Cuzco,78.0,pe_cuzco_2,sc,scientific-literatures,absent,,,,False,False
Cuzco,79.0,pe_cuzco_3,sc,scientific-literatures,absent,,,,False,False
Cuzco,77.0,pe_cuzco_1,sc,scientific-literatures,absent,,,,False,False
Cuzco,81.0,pe_cuzco_5,sc,scientific-literatures,absent,,,,False,False
Cuzco,82.0,pe_cuzco_6,sc,scientific-literatures,absent,,,,False,False
,534.0,ug_bunyoro_k_1,sc,scientific-literatures,absent,,,,False,False
Deccan,86.0,in_deccan_ia,sc,scientific-literatures,unknown,,,,False,False
Deccan,85.0,in_deccan_nl,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,135.0,in_delhi_sultanate,sc,scientific-literatures,present,,,,False,False
Kachi Plain,137.0,af_durrani_emp,sc,scientific-literatures,uncoded,,,,False,False
,632.0,nl_dutch_emp_1,sc,scientific-literatures,present,,,,False,False
Southern Mesopotamia,482.0,iq_dynasty_e,sc,scientific-literatures,absent,,,,False,False
Garo Hills,111.0,in_achik_1,sc,scientific-literatures,absent,,,,False,False
Cambodian Basin,40.0,kh_angkor_1,sc,scientific-literatures,present,,,,False,False
Southern Mesopotamia,475,iq_early_dynastic,sc,scientific-literatures,unknown,,,,False,False
Basin of Mexico,8.0,mx_basin_of_mexico_3,sc,scientific-literatures,absent,,,,False,False
,54.0,pa_cocle_1,sc,scientific-literatures,absent,,,,False,False
Cahokia,30.0,us_early_illinois_confederation,sc,scientific-literatures,unknown,,,,False,False
,774.0,mw_early_maravi,sc,scientific-literatures,absent,,,,False,False
,774.0,mw_early_maravi,sc,scientific-literatures,absent,,,,False,False
,774.0,mw_early_maravi,sc,scientific-literatures,absent,,,,False,False
,774.0,mw_early_maravi,sc,scientific-literatures,absent,,,,False,False
Paris Basin,304.0,fr_merovingian_emp_1,sc,scientific-literatures,unknown,,,,False,False
,607.0,si_early_modern_interior,sc,scientific-literatures,absent,,1650,1832,False,False
,607.0,si_early_modern_interior,sc,scientific-literatures,present,,1833,1896,False,False
Orkhon Valley,442.0,mn_mongol_early,sc,scientific-literatures,present,,,,False,False
Valley of Oaxaca,525.0,mx_monte_alban_1_early,sc,scientific-literatures,absent,,,,False,False
,533.0,ug_early_nyoro,sc,scientific-literatures,absent,,,,False,False
Middle Yellow River Valley,1.0,cn_qing_dyn_1,sc,scientific-literatures,present,,,,False,False
Latium,182.0,it_roman_rep_1,sc,scientific-literatures,present,,,,False,False
,716.0,tz_early_tana_1,sc,scientific-literatures,unknown,,,,False,False
,716.0,tz_early_tana_1,sc,scientific-literatures,unknown,,,,False,False
,716.0,tz_early_tana_1,sc,scientific-literatures,unknown,,,,False,False
,716.0,tz_early_tana_1,sc,scientific-literatures,unknown,,,,False,False
,717.0,tz_early_tana_2,sc,scientific-literatures,unknown,,,,False,False
,717.0,tz_early_tana_2,sc,scientific-literatures,unknown,,,,False,False
,717.0,tz_early_tana_2,sc,scientific-literatures,unknown,,,,False,False
,569.0,mx_mexico_1,sc,scientific-literatures,present,,,,False,False
,429,mr_wagadu_1,sc,scientific-literatures,absent,,,,False,False
Middle Yellow River Valley,424.0,cn_wei_dyn_warring_states,sc,scientific-literatures,uncoded,,,,False,False
Orkhon Valley,437.0,mn_hunnu_early,sc,scientific-literatures,unknown,,,,False,False
,798.0,de_east_francia,sc,scientific-literatures,present,,,,False,False
Konya Plain,72.0,tr_east_roman_emp,sc,scientific-literatures,present,,,,False,False
Middle Yellow River Valley,253.0,cn_eastern_han_dyn,sc,scientific-literatures,present,,,,False,False
Orkhon Valley,283.0,mn_turk_khaganate_1,sc,scientific-literatures,unknown,,,,False,False
,423.0,cn_eastern_zhou_warring_states,sc,scientific-literatures,uncoded,,,,False,False
,423.0,cn_eastern_zhou_warring_states,sc,scientific-literatures,uncoded,,,,False,False
Upper Egypt,516.0,eg_old_k_1,sc,scientific-literatures,present,,,,False,False
Upper Egypt,513.0,eg_naqada_3,sc,scientific-literatures,unknown,,,,False,False
Upper Egypt,514.0,eg_dynasty_1,sc,scientific-literatures,absent,,,,True,False
Upper Egypt,514.0,eg_dynasty_1,sc,scientific-literatures,present,,,,True,False
Upper Egypt,515.0,eg_dynasty_2,sc,scientific-literatures,present,,,,True,False
Upper Egypt,515.0,eg_dynasty_2,sc,scientific-literatures,absent,,,,True,False
Upper Egypt,205.0,eg_inter_occupation,sc,scientific-literatures,present,,,,False,False
Upper Egypt,521,eg_kushite,sc,scientific-literatures,present,,,,False,False
Upper Egypt,517.0,eg_old_k_2,sc,scientific-literatures,present,,,,False,False
Upper Egypt,232.0,eg_mamluk_sultanate_1,sc,scientific-literatures,present,,,,False,False
Upper Egypt,236.0,eg_mamluk_sultanate_2,sc,scientific-literatures,present,,,,False,False
Upper Egypt,239.0,eg_mamluk_sultanate_3,sc,scientific-literatures,present,,,,False,False
Upper Egypt,519.0,eg_middle_k,sc,scientific-literatures,present,,,,False,False
Upper Egypt,199.0,eg_new_k_2,sc,scientific-literatures,present,,,,False,False
Upper Egypt,198.0,eg_new_k_1,sc,scientific-literatures,present,,,,False,False
Upper Egypt,518.0,eg_regions,sc,scientific-literatures,unknown,,,,False,False
Upper Egypt,203.0,eg_saite,sc,scientific-literatures,present,,,,False,False
Upper Egypt,520.0,eg_thebes_hyksos,sc,scientific-literatures,present,,,,False,False
Upper Egypt,200.0,eg_thebes_libyan,sc,scientific-literatures,present,,,,False,False
Upper Egypt,361.0,eg_thulunid_ikhshidid,sc,scientific-literatures,present,,,,False,False
Susiana,495.0,ir_elam_1,sc,scientific-literatures,present,,,,False,False
Susiana,507,ir_elymais_2,sc,scientific-literatures,present,,,,False,False
,302.0,gb_tudor_stuart,sc,scientific-literatures,present,,,,False,False
Basin of Mexico,13.0,mx_basin_of_mexico_8,sc,scientific-literatures,present,,,,False,False
Middle Yellow River Valley,422.0,cn_erligang,sc,scientific-literatures,unknown,,,,False,False
Middle Yellow River Valley,421.0,cn_erlitou,sc,scientific-literatures,unknown,,,,False,False
Latium,187.0,it_ravenna_exarchate,sc,scientific-literatures,present,,,,False,False
Upper Egypt,221.0,tn_fatimid_cal,sc,scientific-literatures,present,,,,False,False
Crete,65.0,gr_crete_post_palace_2,sc,scientific-literatures,absent,,,,False,False
,693.0,tz_milansi_k,sc,scientific-literatures,absent,,,,False,False
Susiana,486.0,ir_susiana_formative,sc,scientific-literatures,absent,,,,False,False
,671.0,ni_dahomey_k,sc,scientific-literatures,absent,,,,False,False
Paris Basin,460.0,fr_bourbon_k_1,sc,scientific-literatures,present,,,,False,False
Paris Basin,461.0,fr_bourbon_k_2,sc,scientific-literatures,present,,,,False,False
Paris Basin,459.0,fr_valois_k_2,sc,scientific-literatures,present,,,,False,False
Cambodian Basin,37.0,kh_funan_1,sc,scientific-literatures,present,,,,False,False
Cambodian Basin,38.0,kh_funan_2,sc,scientific-literatures,present,,,,False,False
,610.0,gu_futa_jallon,sc,scientific-literatures,present,,,,False,False
Crete,66.0,gr_crete_geometric,sc,scientific-literatures,absent,,,,False,False
,363,af_ghaznavid_emp,sc,scientific-literatures,present,,,,False,False
Kachi Plain,134.0,af_ghur_principality,sc,scientific-literatures,present,,,,False,False
,692.0,rw_gisaka_k,sc,scientific-literatures,absent,,,,False,False
,573.0,ru_golden_horde,sc,scientific-literatures,P~A,,,,False,False
,337.0,ru_moskva_rurik_dyn,sc,scientific-literatures,absent,,,,False,False
,337.0,ru_moskva_rurik_dyn,sc,scientific-literatures,absent,,,,False,False
Middle Yellow River Valley,269.0,cn_ming_dyn,sc,scientific-literatures,present,,,,False,False
Middle Yellow River Valley,268.0,cn_yuan_dyn,sc,scientific-literatures,present,,,,False,False
Sogdiana,350.0,af_greco_bactrian_k,sc,scientific-literatures,present,,,,False,False
Middle Ganga,388.0,in_gupta_emp,sc,scientific-literatures,present,,,,False,False
Paris Basin,449.0,fr_hallstatt_a_b1,sc,scientific-literatures,unknown,,,,False,False
Paris Basin,449.0,fr_hallstatt_a_b1,sc,scientific-literatures,unknown,,,,False,False
Paris Basin,450.0,fr_hallstatt_b2_3,sc,scientific-literatures,unknown,,,,False,False
Paris Basin,450.0,fr_hallstatt_b2_3,sc,scientific-literatures,unknown,,,,False,False
Paris Basin,451.0,fr_hallstatt_c,sc,scientific-literatures,unknown,,,,False,False
Paris Basin,452.0,fr_hallstatt_d,sc,scientific-literatures,unknown,,,,False,False
Konya Plain,164.0,tr_hatti_new_k,sc,scientific-literatures,unknown,,,,False,False
Konya Plain,162.0,tr_hatti_old_k,sc,scientific-literatures,present,,,,False,False
Finger Lakes,101.0,us_haudenosaunee_1,sc,scientific-literatures,absent,,,,False,False
Finger Lakes,102.0,us_haudenosaunee_2,sc,scientific-literatures,absent,,,,False,False
Big Island Hawaii,17.0,us_hawaii_1,sc,scientific-literatures,absent,,,,False,False
Big Island Hawaii,18.0,us_hawaii_2,sc,scientific-literatures,absent,,,,False,False
Big Island Hawaii,19.0,us_hawaii_3,sc,scientific-literatures,absent,,,,False,False
Kansai,147.0,jp_heian,sc,scientific-literatures,present,,,,False,False
Crete,69.0,gr_crete_hellenistic,sc,scientific-literatures,present,,,,False,False
Sogdiana,129.0,af_hephthalite_emp,sc,scientific-literatures,present,,,,False,False
Yemeni Coastal Plain,353.0,ye_himyar_1,sc,scientific-literatures,unknown,,,,False,False
Yemeni Coastal Plain,354.0,ye_himyar_2,sc,scientific-literatures,unknown,,,,False,False
Southern China Hills,471.0,cn_hmong_2,sc,scientific-literatures,absent,,,,False,False
Southern China Hills,470.0,cn_hmong_1,sc,scientific-literatures,absent,,,,False,False
,561.0,us_hohokam_culture,sc,scientific-literatures,absent,,,,False,False
,797.0,de_empire_1,sc,scientific-literatures,present,,,,False,False
Deccan,95.0,in_hoysala_k,sc,scientific-literatures,present,,,,False,False
Kapuasi Basin,154.0,id_iban_2,sc,scientific-literatures,absent,,,,False,False
Kapuasi Basin,153,id_iban_1,sc,scientific-literatures,absent,,,,False,False
Iceland,115.0,is_icelandic_commonwealth,sc,scientific-literatures,absent,,930,1100,False,False
Iceland,115.0,is_icelandic_commonwealth,sc,scientific-literatures,present,,1101,1262,False,False
,218.0,ma_idrisid_dyn,sc,scientific-literatures,unknown,,,,False,False
Susiana,172.0,ir_il_khanate,sc,scientific-literatures,present,,,,False,False
Cuzco,83.0,pe_inca_emp,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,126.0,pk_indo_greek_k,sc,scientific-literatures,uncoded,,,,False,False
Basin of Mexico,7.0,mx_basin_of_mexico_2,sc,scientific-literatures,absent,,,,False,False
Southern Mesopotamia,478.0,iq_isin_larsa,sc,scientific-literatures,present,,,,False,False
Kansai,151.0,jp_azuchi_momoyama,sc,scientific-literatures,present,,,,False,False
Kansai,140.0,jp_jomon_3,sc,scientific-literatures,absent,,,,False,False
Kansai,143.0,jp_jomon_6,sc,scientific-literatures,absent,,,,False,False
Kansai,138.0,jp_jomon_1,sc,scientific-literatures,absent,,,,False,False
Kansai,139.0,jp_jomon_2,sc,scientific-literatures,absent,,,,False,False
Kansai,142.0,jp_jomon_5,sc,scientific-literatures,absent,,,,False,False
Kansai,141.0,jp_jomon_4,sc,scientific-literatures,absent,,,,False,False
Niger Inland Delta,427.0,ml_jenne_jeno_1,sc,scientific-literatures,absent,,,,False,False
Niger Inland Delta,428.0,ml_jenne_jeno_2,sc,scientific-literatures,absent,,,,False,False
Niger Inland Delta,430.0,ml_jenne_jeno_3,sc,scientific-literatures,absent,,,,False,False
Niger Inland Delta,431.0,ml_jenne_jeno_4,sc,scientific-literatures,absent,,,,False,False
Middle Yellow River Valley,245.0,cn_jin_spring_and_autumn,sc,scientific-literatures,present,,,,False,False
Middle Yellow River Valley,266.0,cn_later_great_jin,sc,scientific-literatures,present,,,,False,False
Kachi Plain,117,pk_kachi_enl,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,118.0,pk_kachi_lnl,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,119.0,pk_kachi_ca,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,123.0,pk_kachi_post_urban,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,120,pk_kachi_pre_urban,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,124.0,pk_kachi_proto_historic,sc,scientific-literatures,absent,,,,False,False
Kachi Plain,121.0,pk_kachi_urban_1,sc,scientific-literatures,unknown,,,,False,False
Kachi Plain,122.0,pk_kachi_urban_2,sc,scientific-literatures,unknown,,,,False,False
Central Java,47.0,id_kalingga_k,sc,scientific-literatures,uncoded,,,,False,False
Kansai,148.0,jp_kamakura,sc,scientific-literatures,present,,,,False,False
,389.0,in_kamarupa_k,sc,scientific-literatures,present,,,,False,False
Deccan,96.0,in_kampili_k,sc,scientific-literatures,present,,,,False,False
,614.0,cd_kanem,sc,scientific-literatures,unknown,,,,False,False
,670.0,ni_bornu_emp,sc,scientific-literatures,present,,,,False,False
,273.0,uz_kangju,sc,scientific-literatures,unknown,,,,False,False
,273.0,uz_kangju,sc,scientific-literatures,unknown,,,,False,False
Middle Ganga,417.0,in_kannauj_varman_dyn,sc,scientific-literatures,present,,,,False,False
Kansai,145.0,jp_kofun,sc,scientific-literatures,unknown,,,,False,False
Kansai,144.0,jp_yayoi,sc,scientific-literatures,absent,,,,False,False
Sogdiana,289.0,kg_kara_khanid_dyn,sc,scientific-literatures,present,,,,False,False
,686.0,tz_karagwe_k,sc,scientific-literatures,absent,,,,False,False
,395.0,in_karkota_dyn,sc,scientific-literatures,present,,,,False,False
,395.0,in_karkota_dyn,sc,scientific-literatures,present,,,,False,False
Southern Mesopotamia,342.0,iq_babylonia_2,sc,scientific-literatures,present,,,,False,False
,298.0,ru_kazan_khanate,sc,scientific-literatures,unknown,,,,False,False
Central Java,49.0,id_kediri_k,sc,scientific-literatures,uncoded,,,,False,False
Sogdiana,469.0,uz_janid_dyn,sc,scientific-literatures,present,,,,False,False
Orkhon Valley,288.0,mn_khitan_1,sc,scientific-literatures,present,,,,False,False
Cambodian Basin,43.0,kh_khmer_k,sc,scientific-literatures,present,,,,False,False
,295.0,tm_khwarezmid_emp,sc,scientific-literatures,present,,,,False,False
Sogdiana,281.0,af_kidarite_k,sc,scientific-literatures,present,,,,False,False
Middle Ganga,416.0,in_ayodhya_k,sc,scientific-literatures,present,,,,False,False
,568.0,cz_bohemian_k_2,sc,scientific-literatures,present,,,,False,False
,674.0,se_cayor_k,sc,scientific-literatures,present,,,,False,False
,241.0,ao_kongo_2,sc,scientific-literatures,unknown,,,,False,False
,290.0,ge_georgia_k_2,sc,scientific-literatures,unknown,,,,False,False
Big Island Hawaii,20.0,us_kamehameha_k,sc,scientific-literatures,absent,,,,False,False
Big Island Hawaii,21.0,us_hawaii_k,sc,scientific-literatures,present,,,,False,False
Konya Plain,168.0,tr_lydia_k,sc,scientific-literatures,present,,,,False,False
