NGA,PolityID,PolityName,Section,Subsection,value_from,value_to,year_from,year_to,is_disputed,is_uncertain
,607.0,si_early_modern_interior,sc,full-time-bureaucrats,absent,,,,False,False
Orkhon Valley,442.0,mn_mongol_early,sc,full-time-bureaucrats,absent,,,,False,False
Valley of Oaxaca,525.0,mx_monte_alban_1_early,sc,full-time-bureaucrats,absent,,,,False,False
Middle Yellow River Valley,1.0,cn_qing_dyn_1,sc,full-time-bureaucrats,present,,,,False,False
Latium,182.0,it_roman_rep_1,sc,full-time-bureaucrats,absent,,,,False,False
,716.0,tz_early_tana_1,sc,full-time-bureaucrats,present,,,,False,False
,716.0,tz_early_tana_1,sc,full-time-bureaucrats,present,,,,False,False
,716.0,tz_early_tana_1,sc,full-time-bureaucrats,present,,,,False,False
,716.0,tz_early_tana_1,sc,full-time-bureaucrats,present,,,,False,False
,717.0,tz_early_tana_2,sc,full-time-bureaucrats,present,,,,False,False
,717.0,tz_early_tana_2,sc,full-time-bureaucrats,present,,,,False,False
,717.0,tz_early_tana_2,sc,full-time-bureaucrats,present,,,,False,False
,717.0,tz_early_tana_2,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,424.0,cn_wei_dyn_warring_states,sc,full-time-bureaucrats,present,,,,False,False
Orkhon Valley,437.0,mn_hunnu_early,sc,full-time-bureaucrats,absent,,,,False,False
,798.0,de_east_francia,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,72.0,tr_east_roman_emp,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,253.0,cn_eastern_han_dyn,sc,full-time-bureaucrats,present,,,,False,False
Orkhon Valley,283.0,mn_turk_khaganate_1,sc,full-time-bureaucrats,present,,,,False,False
,423.0,cn_eastern_zhou_warring_states,sc,full-time-bureaucrats,present,,,,False,False
,423.0,cn_eastern_zhou_warring_states,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,516.0,eg_old_k_1,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,513.0,eg_naqada_3,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,514.0,eg_dynasty_1,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,515.0,eg_dynasty_2,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,205.0,eg_inter_occupation,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,521.0,eg_kushite,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,517.0,eg_old_k_2,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,232.0,eg_mamluk_sultanate_1,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,236.0,eg_mamluk_sultanate_2,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,239.0,eg_mamluk_sultanate_3,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,519.0,eg_middle_k,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,199.0,eg_new_k_2,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,198.0,eg_new_k_1,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,518.0,eg_regions,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,203.0,eg_saite,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,520.0,eg_thebes_hyksos,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,200,eg_thebes_libyan,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,361.0,eg_thulunid_ikhshidid,sc,full-time-bureaucrats,present,,,,False,False
Susiana,495.0,ir_elam_1,sc,full-time-bureaucrats,present,,,,False,False
Susiana,502.0,ir_elam_8,sc,full-time-bureaucrats,absent,,,,False,False
Susiana,497.0,ir_elam_3,sc,full-time-bureaucrats,present,,,,False,False
Susiana,500.0,ir_elam_6,sc,full-time-bureaucrats,present,,,,False,False
Susiana,499.0,ir_elam_5,sc,full-time-bureaucrats,present,,,,False,False
Susiana,498.0,ir_elam_4,sc,full-time-bureaucrats,present,,,,False,False
Susiana,496.0,ir_elam_2,sc,full-time-bureaucrats,present,,,,False,False
Susiana,501.0,ir_elam_7,sc,full-time-bureaucrats,present,,,,False,False
Susiana,504.0,ir_neo_elam_2,sc,full-time-bureaucrats,present,,,,False,False
Susiana,505.0,ir_neo_elam_3,sc,full-time-bureaucrats,present,,,,False,False
Susiana,507.0,ir_elymais_2,sc,full-time-bureaucrats,present,,,,False,False
,652.0,et_harar_emirate,sc,full-time-bureaucrats,present,,,,False,False
,302.0,gb_tudor_stuart,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,13.0,mx_basin_of_mexico_8,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,422.0,cn_erligang,sc,full-time-bureaucrats,uncoded,,,,False,False
Middle Yellow River Valley,421.0,cn_erlitou,sc,full-time-bureaucrats,absent,,,,False,False
Latium,187.0,it_ravenna_exarchate,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,221.0,tn_fatimid_cal,sc,full-time-bureaucrats,present,,,,False,False
,693.0,tz_milansi_k,sc,full-time-bureaucrats,absent,,,,False,False
,546.0,cn_five_dyn,sc,full-time-bureaucrats,present,,,,False,False
,546.0,cn_five_dyn,sc,full-time-bureaucrats,present,,,,False,False
Susiana,486.0,ir_susiana_formative,sc,full-time-bureaucrats,absent,,,,False,False
,671.0,ni_dahomey_k,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,460.0,fr_bourbon_k_1,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,333.0,fr_valois_k_1,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,461.0,fr_bourbon_k_2,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,458.0,fr_capetian_k_2,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,459.0,fr_valois_k_2,sc,full-time-bureaucrats,present,,,,False,False
Cambodian Basin,37.0,kh_funan_1,sc,full-time-bureaucrats,unknown,,,,False,False
Cambodian Basin,38.0,kh_funan_2,sc,full-time-bureaucrats,present,,,,False,False
Middle Ganga,405.0,in_gahadavala_dyn,sc,full-time-bureaucrats,present,,,,False,False
Kachi Plain,134.0,af_ghur_principality,sc,full-time-bureaucrats,unknown,,1025,1175,False,False
Kachi Plain,134.0,af_ghur_principality,sc,full-time-bureaucrats,present,,,,False,False
,692.0,rw_gisaka_k,sc,full-time-bureaucrats,absent,,,,False,False
,573.0,ru_golden_horde,sc,full-time-bureaucrats,present,,,,False,False
,337.0,ru_moskva_rurik_dyn,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,269.0,cn_ming_dyn,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,269.0,cn_ming_dyn,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,268.0,cn_yuan_dyn,sc,full-time-bureaucrats,present,,,,False,False
,624.0,zi_great_zimbabwe,sc,full-time-bureaucrats,absent,,,,False,False
Sogdiana,350.0,af_greco_bactrian_k,sc,full-time-bureaucrats,present,,,,False,False
Middle Ganga,388.0,in_gupta_emp,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,449.0,fr_hallstatt_a_b1,sc,full-time-bureaucrats,absent,,,,False,False
Paris Basin,450,fr_hallstatt_b2_3,sc,full-time-bureaucrats,absent,,,,False,False
Paris Basin,451.0,fr_hallstatt_c,sc,full-time-bureaucrats,absent,,,,False,False
Paris Basin,452.0,fr_hallstatt_d,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,164.0,tr_hatti_new_k,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,162.0,tr_hatti_old_k,sc,full-time-bureaucrats,present,,,,False,False
Finger Lakes,101,us_haudenosaunee_1,sc,full-time-bureaucrats,absent,,,,False,False
Finger Lakes,102,us_haudenosaunee_2,sc,full-time-bureaucrats,absent,,,,False,False
,669.0,ni_hausa_k,sc,full-time-bureaucrats,present,,,,False,False
Big Island Hawaii,17.0,us_hawaii_1,sc,full-time-bureaucrats,absent,,,,False,False
Big Island Hawaii,18.0,us_hawaii_2,sc,full-time-bureaucrats,absent,,,,False,False
Big Island Hawaii,19.0,us_hawaii_3,sc,full-time-bureaucrats,A~P,,,,False,False
Kansai,147.0,jp_heian,sc,full-time-bureaucrats,present,,,,False,False
Crete,69.0,gr_crete_hellenistic,sc,full-time-bureaucrats,present,,,,False,False
Sogdiana,129.0,af_hephthalite_emp,sc,full-time-bureaucrats,present,,,,True,False
Sogdiana,129.0,af_hephthalite_emp,sc,full-time-bureaucrats,absent,,,,True,False
Yemeni Coastal Plain,353.0,ye_himyar_1,sc,full-time-bureaucrats,present,,,,False,False
Yemeni Coastal Plain,354.0,ye_himyar_2,sc,full-time-bureaucrats,present,,,,False,False
Southern China Hills,471.0,cn_hmong_2,sc,full-time-bureaucrats,absent,,,,False,False
Southern China Hills,470.0,cn_hmong_1,sc,full-time-bureaucrats,absent,,,,False,False
,561.0,us_hohokam_culture,sc,full-time-bureaucrats,unknown,,,,False,False
,797.0,de_empire_1,sc,full-time-bureaucrats,present,,,,False,False
Deccan,95.0,in_hoysala_k,sc,full-time-bureaucrats,present,,,,False,False
Kapuasi Basin,154.0,id_iban_2,sc,full-time-bureaucrats,absent,,,,False,False
Kapuasi Basin,153.0,id_iban_1,sc,full-time-bureaucrats,absent,,,,False,False
Iceland,115.0,is_icelandic_commonwealth,sc,full-time-bureaucrats,absent,,,,False,False
Iceland,115.0,is_icelandic_commonwealth,sc,full-time-bureaucrats,absent,,,,False,False
,218.0,ma_idrisid_dyn,sc,full-time-bureaucrats,present,,,,False,False
Susiana,172.0,ir_il_khanate,sc,full-time-bureaucrats,present,,,,False,False
,661.0,ni_oyo_emp_2,sc,full-time-bureaucrats,present,,,,False,False
Cuzco,83.0,pe_inca_emp,sc,full-time-bureaucrats,present,,,,False,False
Kachi Plain,126.0,pk_indo_greek_k,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,7.0,mx_basin_of_mexico_2,sc,full-time-bureaucrats,unknown,,,,False,False
Southern Mesopotamia,478.0,iq_isin_larsa,sc,full-time-bureaucrats,present,,,,False,False
Kansai,151.0,jp_azuchi_momoyama,sc,full-time-bureaucrats,present,,,,False,False
Kansai,140.0,jp_jomon_3,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,143.0,jp_jomon_6,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,138.0,jp_jomon_1,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,139.0,jp_jomon_2,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,142.0,jp_jomon_5,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,141.0,jp_jomon_4,sc,full-time-bureaucrats,absent,,,,False,False
Niger Inland Delta,427.0,ml_jenne_jeno_1,sc,full-time-bureaucrats,unknown,,,,False,False
Niger Inland Delta,428.0,ml_jenne_jeno_2,sc,full-time-bureaucrats,unknown,,,,False,False
Niger Inland Delta,430.0,ml_jenne_jeno_3,sc,full-time-bureaucrats,absent,,,,False,False
Niger Inland Delta,431.0,ml_jenne_jeno_4,sc,full-time-bureaucrats,unknown,,,,False,False
Middle Yellow River Valley,245.0,cn_jin_spring_and_autumn,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,266.0,cn_later_great_jin,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,266.0,cn_later_great_jin,sc,full-time-bureaucrats,present,,,,False,False
,608.0,gm_kaabu_emp,sc,full-time-bureaucrats,unknown,,,,False,False
Kachi Plain,117.0,pk_kachi_enl,sc,full-time-bureaucrats,absent,,,,False,False
Kachi Plain,118.0,pk_kachi_lnl,sc,full-time-bureaucrats,absent,,,,False,False
Kachi Plain,119.0,pk_kachi_ca,sc,full-time-bureaucrats,absent,,,,False,False
Kachi Plain,123.0,pk_kachi_post_urban,sc,full-time-bureaucrats,absent,,,,False,False
Kachi Plain,120.0,pk_kachi_pre_urban,sc,full-time-bureaucrats,absent,,,,False,False
Kachi Plain,124.0,pk_kachi_proto_historic,sc,full-time-bureaucrats,unknown,,,,False,False
Kachi Plain,121.0,pk_kachi_urban_1,sc,full-time-bureaucrats,present,,,,False,False
Kachi Plain,122.0,pk_kachi_urban_2,sc,full-time-bureaucrats,present,,,,False,False
Deccan,91,in_kadamba_emp,sc,full-time-bureaucrats,present,,,,False,False
,407.0,in_kakatiya_dyn,sc,full-time-bureaucrats,absent,,,,False,False
Kansai,148.0,jp_kamakura,sc,full-time-bureaucrats,present,,,,False,False
,389.0,in_kamarupa_k,sc,full-time-bureaucrats,present,,,,False,False
Deccan,96.0,in_kampili_k,sc,full-time-bureaucrats,present,,,,False,False
,670.0,ni_bornu_emp,sc,full-time-bureaucrats,present,,,,False,False
,273.0,uz_kangju,sc,full-time-bureaucrats,present,,,,False,False
Middle Ganga,417.0,in_kannauj_varman_dyn,sc,full-time-bureaucrats,present,,,,False,False
Kansai,145.0,jp_kofun,sc,full-time-bureaucrats,unknown,,,,False,False
Kansai,144.0,jp_yayoi,sc,full-time-bureaucrats,absent,,,,False,False
Sogdiana,289.0,kg_kara_khanid_dyn,sc,full-time-bureaucrats,present,,,,False,False
,686.0,tz_karagwe_k,sc,full-time-bureaucrats,absent,,,,False,False
Southern Mesopotamia,342.0,iq_babylonia_2,sc,full-time-bureaucrats,present,,,,False,False
,298.0,ru_kazan_khanate,sc,full-time-bureaucrats,present,,,,False,False
Central Java,49.0,id_kediri_k,sc,full-time-bureaucrats,present,,,,False,False
Sogdiana,469.0,uz_janid_dyn,sc,full-time-bureaucrats,present,,,,False,False
Orkhon Valley,288.0,mn_khitan_1,sc,full-time-bureaucrats,present,,,,False,False
Orkhon Valley,288.0,mn_khitan_1,sc,full-time-bureaucrats,present,,,,False,False
Cambodian Basin,43.0,kh_khmer_k,sc,full-time-bureaucrats,present,,,,False,False
,295.0,tm_khwarezmid_emp,sc,full-time-bureaucrats,present,,,,False,False
Sogdiana,281.0,af_kidarite_k,sc,full-time-bureaucrats,present,,,,False,False
,314.0,ua_kievan_rus,sc,full-time-bureaucrats,present,,,,False,False
,568.0,cz_bohemian_k_2,sc,full-time-bureaucrats,present,,,,False,False
,241.0,ao_kongo_2,sc,full-time-bureaucrats,present,,,,False,False
,290.0,ge_georgia_k_2,sc,full-time-bureaucrats,present,,,,False,False
Big Island Hawaii,20.0,us_kamehameha_k,sc,full-time-bureaucrats,present,,,,False,True
Big Island Hawaii,20.0,us_kamehameha_k,sc,full-time-bureaucrats,absent,,,,False,True
Big Island Hawaii,21.0,us_hawaii_k,sc,full-time-bureaucrats,absent,,1820,1840,False,False
Big Island Hawaii,21.0,us_hawaii_k,sc,full-time-bureaucrats,present,,1840,1898,False,False
Konya Plain,168.0,tr_lydia_k,sc,full-time-bureaucrats,present,,,,False,False
Iceland,116.0,no_norway_k_2,sc,full-time-bureaucrats,present,,,,False,False
,687.0,Early Niynginya,sc,full-time-bureaucrats,absent,,,,False,False
,326,it_sicily_k_2,sc,full-time-bureaucrats,present,,,,False,False
Sogdiana,464,uz_koktepe_1,sc,full-time-bureaucrats,unknown,,,,False,False
Sogdiana,466.0,uz_koktepe_2,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,156.0,tr_konya_mnl,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,160.0,tr_konya_eba,sc,full-time-bureaucrats,uncoded,,,,False,False
Konya Plain,158.0,tr_konya_eca,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,155.0,tr_konya_enl,sc,full-time-bureaucrats,absent,,,,False,False
Konya Plain,163.0,tr_konya_lba,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,159.0,tr_konya_lca,sc,full-time-bureaucrats,unknown,,,,False,False
Konya Plain,157,tr_konya_lnl,sc,full-time-bureaucrats,absent,,,,False,False
Sogdiana,127.0,af_kushan_emp,sc,full-time-bureaucrats,present,,,,False,False
,53,pa_la_mula_sarigua,sc,full-time-bureaucrats,absent,,,,False,False
Paris Basin,453,fr_la_tene_a_b1,sc,full-time-bureaucrats,unknown,,,,False,False
Paris Basin,454,fr_la_tene_b2_c1,sc,full-time-bureaucrats,unknown,,,,False,False
Paris Basin,455.0,fr_la_tene_c2_d,sc,full-time-bureaucrats,unknown,,,,False,False
,355.0,iq_lakhmid_k,sc,full-time-bureaucrats,present,,,,False,False
Garo Hills,112.0,in_achik_2,sc,full-time-bureaucrats,absent,,,,False,False
Cambodian Basin,42.0,kh_angkor_3,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,170.0,tr_cappadocia_2,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,10.0,mx_basin_of_mexico_5,sc,full-time-bureaucrats,unknown,,,,False,False
,56.0,pa_cocle_3,sc,full-time-bureaucrats,absent,,,,False,False
Orkhon Valley,443.0,mn_mongol_late,sc,full-time-bureaucrats,absent,,,,False,False
Middle Yellow River Valley,2.0,cn_qing_dyn_2,sc,full-time-bureaucrats,present,,,,False,False
Latium,184.0,it_roman_rep_3,sc,full-time-bureaucrats,absent,,,,False,False
Middle Yellow River Valley,243.0,cn_late_shang_dyn,sc,full-time-bureaucrats,present,,,,False,False
Orkhon Valley,274.0,mn_hunnu_late,sc,full-time-bureaucrats,unknown,,,,False,False
,257.0,cn_later_qin_dyn,sc,full-time-bureaucrats,present,,,,False,False
Niger Inland Delta,224.0,mr_wagadu_3,sc,full-time-bureaucrats,present,,,,False,True
Niger Inland Delta,224.0,mr_wagadu_3,sc,full-time-bureaucrats,absent,,,,False,True
,256.0,cn_later_yan_dyn,sc,full-time-bureaucrats,present,,,,False,False
Latium,179.0,it_latium_ba,sc,full-time-bureaucrats,absent,,,,False,False
Latium,178.0,it_latium_ca,sc,full-time-bureaucrats,absent,,,,False,False
Latium,180.0,it_latium_ia,sc,full-time-bureaucrats,absent,,,,False,False
,329.0,es_leon_castille,sc,full-time-bureaucrats,present,,,,False,False
,305.0,it_lombard_k,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,420.0,cn_longshan,sc,full-time-bureaucrats,unknown,,,,False,False
Middle Yellow River Valley,420.0,cn_longshan,sc,full-time-bureaucrats,unknown,,,,False,False
Konya Plain,169.0,tr_lysimachus_k,sc,full-time-bureaucrats,present,,,,False,False
Middle Ganga,87.0,in_mauryan_emp,sc,full-time-bureaucrats,present,,,,False,False
Middle Ganga,384.0,in_mahajanapada,sc,full-time-bureaucrats,absent,,,,False,False
Central Java,50.0,id_majapahit_k,sc,full-time-bureaucrats,present,,,,False,False
,212.0,sd_makuria_k_1,sc,full-time-bureaucrats,present,,,,False,False
,215.0,sd_makuria_k_2,sc,full-time-bureaucrats,present,,,,False,False
,219.0,sd_makuria_k_3,sc,full-time-bureaucrats,present,,,,False,False
,383.0,my_malacca_sultanate,sc,full-time-bureaucrats,present,,,,False,False
,235.0,my_malacca_sultanate_22222,sc,full-time-bureaucrats,present,,,,False,False
Niger Inland Delta,229.0,ml_mali_emp,sc,full-time-bureaucrats,present,,,,False,False
Central Java,51.0,id_mataram_k,sc,full-time-bureaucrats,present,,,,False,False
,209.0,ma_mauretania,sc,full-time-bureaucrats,present,,,,False,False
Central Java,48.0,id_medang_k,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,161.0,tr_central_anatolia_mba,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,9.0,mx_basin_of_mexico_4,sc,full-time-bureaucrats,absent,,,,False,False
,55.0,pa_cocle_2,sc,full-time-bureaucrats,absent,,,,False,False
Paris Basin,306.0,fr_merovingian_emp_2,sc,full-time-bureaucrats,absent,,,,False,False
Basin of Mexico,15.0,mx_basin_of_mexico_10,sc,full-time-bureaucrats,present,,,,False,False
Latium,183.0,it_roman_rep_2,sc,full-time-bureaucrats,absent,,,,False,False
Niger Inland Delta,216.0,mr_wagadu_2,sc,full-time-bureaucrats,absent,,,,False,True
Niger Inland Delta,216.0,mr_wagadu_2,sc,full-time-bureaucrats,present,,,,False,True
,615.0,ni_nok_2,sc,full-time-bureaucrats,absent,,,,False,False
,612.0,ni_nok_1,sc,full-time-bureaucrats,absent,,,,False,False
,52.0,pa_monagrillo,sc,full-time-bureaucrats,absent,,,,False,False
Orkhon Valley,267.0,mn_mongol_emp,sc,full-time-bureaucrats,present,,,,False,False
Crete,63.0,gr_crete_mono_palace,sc,full-time-bureaucrats,present,,,,False,False
